layer,proj,idx,sigma,m_sigma,ratio
0,q_proj,0,22.890625,22.827816,0.997256
0,q_proj,4,8.296875,8.275698,0.997448
0,q_proj,8,5.824219,5.809742,0.997514
0,q_proj,12,4.582031,4.570849,0.99756
0,q_proj,16,3.972656,3.963068,0.997587
0,q_proj,20,3.65625,3.647483,0.997602
0,q_proj,24,3.376953,3.368907,0.997617
0,q_proj,28,3.222656,3.215006,0.997626
0,q_proj,32,3.021484,3.014349,0.997638
0,q_proj,36,2.916016,2.909148,0.997645
0,q_proj,40,2.849609,2.842911,0.997649
0,q_proj,44,2.767578,2.761088,0.997655
0,q_proj,48,2.728516,2.722124,0.997658
0,q_proj,52,2.667969,2.661731,0.997662
0,q_proj,56,2.628906,2.622767,0.997665
0,q_proj,60,2.591797,2.585751,0.997667
0,q_proj,64,2.566406,2.560425,0.997669
0,q_proj,68,2.529297,2.523409,0.997672
0,q_proj,72,2.503906,2.498082,0.997674
0,q_proj,76,2.46875,2.463014,0.997677
0,q_proj,80,2.449219,2.443532,0.997678
0,q_proj,84,2.410156,2.404567,0.997681
0,q_proj,88,2.386719,2.381189,0.997683
0,q_proj,92,2.357422,2.351965,0.997685
0,q_proj,96,2.324219,2.318845,0.997688
0,q_proj,100,2.294922,2.289622,0.99769
0,q_proj,104,2.259766,2.254553,0.997693
0,q_proj,108,2.234375,2.229226,0.997695
0,q_proj,112,2.199219,2.194157,0.997698
0,q_proj,116,2.169922,2.164933,0.997701
0,q_proj,120,2.138672,2.133761,0.997704
0,q_proj,124,2.115234,2.110382,0.997706
0,k_proj,0,4.175781,4.173695,0.9995
0,k_proj,4,2.875,2.87319,0.99937
0,k_proj,8,2.638672,2.636932,0.999341
0,k_proj,12,2.572266,2.570547,0.999332
0,k_proj,16,2.488281,2.48659,0.99932
0,k_proj,20,2.455078,2.453397,0.999315
0,k_proj,24,2.423828,2.422158,0.999311
0,k_proj,28,2.386719,2.385062,0.999306
0,k_proj,32,2.373047,2.371394,0.999304
0,k_proj,36,2.34375,2.342108,0.999299
0,k_proj,40,2.328125,2.326488,0.999297
0,k_proj,44,2.298828,2.297202,0.999293
0,k_proj,48,2.28125,2.27963,0.99929
0,k_proj,52,2.259766,2.258153,0.999287
0,k_proj,56,2.238281,2.236677,0.999283
0,k_proj,60,2.226562,2.224962,0.999281
0,k_proj,64,2.207031,2.205438,0.999278
0,k_proj,68,2.185547,2.183962,0.999275
0,k_proj,72,2.158203,2.156628,0.99927
0,k_proj,76,2.138672,2.137105,0.999267
0,k_proj,80,2.105469,2.103914,0.999262
0,k_proj,84,2.076172,2.074629,0.999257
0,k_proj,88,2.042969,2.041439,0.999251
0,k_proj,92,1.999023,1.997512,0.999244
0,k_proj,96,1.958008,1.956513,0.999236
0,k_proj,100,1.914062,1.912586,0.999228
0,k_proj,104,1.869141,1.867683,0.99922
0,k_proj,108,1.820312,1.818876,0.999211
0,k_proj,112,1.78125,1.779831,0.999203
0,k_proj,116,1.750977,1.749571,0.999197
0,k_proj,120,1.724609,1.723216,0.999192
0,k_proj,124,1.710938,1.70955,0.999189
0,v_proj,0,1.24707,1.243371,0.997034
0,v_proj,4,0.82373,0.821515,0.99731
0,v_proj,8,0.696777,0.694981,0.997422
0,v_proj,12,0.658203,0.656531,0.99746
0,v_proj,16,0.650391,0.648744,0.997468
0,v_proj,20,0.644531,0.642903,0.997474
0,v_proj,24,0.639648,0.638036,0.997479
0,v_proj,28,0.635254,0.633655,0.997484
0,v_proj,32,0.631348,0.629762,0.997488
0,v_proj,36,0.627441,0.625868,0.997492
0,v_proj,40,0.623535,0.621974,0.997496
0,v_proj,44,0.619629,0.61808,0.9975
0,v_proj,48,0.615723,0.614186,0.997505
0,v_proj,52,0.612793,0.611266,0.997508
0,v_proj,56,0.60791,0.606399,0.997513
0,v_proj,60,0.603516,0.602018,0.997518
0,v_proj,64,0.600586,0.599097,0.997521
0,v_proj,68,0.596191,0.594717,0.997526
0,v_proj,72,0.59082,0.589362,0.997532
0,v_proj,76,0.587402,0.585955,0.997536
0,v_proj,80,0.583496,0.582061,0.997541
0,v_proj,84,0.57959,0.578167,0.997545
0,v_proj,88,0.57666,0.575247,0.997549
0,v_proj,92,0.572266,0.570866,0.997554
0,v_proj,96,0.567383,0.565998,0.99756
0,v_proj,100,0.562012,0.560644,0.997566
0,v_proj,104,0.557617,0.556263,0.997571
0,v_proj,108,0.552734,0.551395,0.997577
0,v_proj,112,0.548828,0.547501,0.997582
0,v_proj,116,0.542969,0.54166,0.997589
0,v_proj,120,0.537109,0.535818,0.997596
0,v_proj,124,0.533691,0.532411,0.997601
0,o_proj,0,5.992188,5.959829,0.9946
0,o_proj,4,3.150391,3.135009,0.995118
0,o_proj,8,2.304688,2.294016,0.99537
0,o_proj,12,1.967773,1.958914,0.995498
0,o_proj,16,1.761719,1.753944,0.995587
0,o_proj,20,1.685547,1.678169,0.995623
0,o_proj,24,1.599609,1.592675,0.995665
0,o_proj,28,1.535156,1.528552,0.995698
0,o_proj,32,1.500977,1.494547,0.995716
0,o_proj,36,1.467773,1.461512,0.995734
0,o_proj,40,1.444336,1.438194,0.995747
0,o_proj,44,1.419922,1.413903,0.995761
0,o_proj,48,1.404297,1.398357,0.99577
0,o_proj,52,1.379883,1.374066,0.995784
0,o_proj,56,1.368164,1.362406,0.995791
0,o_proj,60,1.348633,1.342972,0.995803
0,o_proj,64,1.338867,1.333256,0.995809
0,o_proj,68,1.326172,1.320624,0.995817
0,o_proj,72,1.314453,1.308963,0.995824
0,o_proj,76,1.306641,1.30119,0.995828
0,o_proj,80,1.295898,1.290501,0.995835
