layer,proj,idx,sigma,m_sigma,ratio
0,q_proj,0,22.890625,22.843964,0.997962
0,q_proj,4,8.296875,8.280793,0.998062
0,q_proj,8,5.824219,5.813133,0.998097
0,q_proj,12,4.582031,4.573418,0.99812
0,q_proj,16,3.972656,3.965245,0.998134
0,q_proj,20,3.65625,3.649459,0.998143
0,q_proj,24,3.376953,3.370707,0.99815
0,q_proj,28,3.222656,3.216711,0.998155
0,q_proj,32,3.021484,3.015929,0.998161
0,q_proj,36,2.916016,2.910665,0.998165
0,q_proj,40,2.849609,2.844387,0.998167
0,q_proj,44,2.767578,2.762514,0.99817
0,q_proj,48,2.728516,2.723526,0.998171
0,q_proj,52,2.667969,2.663096,0.998174
0,q_proj,56,2.628906,2.624109,0.998175
0,q_proj,60,2.591797,2.587071,0.998177
0,q_proj,64,2.566406,2.561729,0.998178
0,q_proj,68,2.529297,2.524691,0.998179
0,q_proj,72,2.503906,2.499349,0.99818
0,q_proj,76,2.46875,2.46426,0.998181
0,q_proj,80,2.449219,2.444766,0.998182
0,q_proj,84,2.410156,2.405779,0.998184
0,q_proj,88,2.386719,2.382386,0.998185
0,q_proj,92,2.357422,2.353145,0.998186
0,q_proj,96,2.324219,2.320006,0.998187
0,q_proj,100,2.294922,2.290765,0.998189
0,q_proj,104,2.259766,2.255676,0.99819
0,q_proj,108,2.234375,2.230334,0.998191
0,q_proj,112,2.199219,2.195244,0.998193
0,q_proj,116,2.169922,2.166003,0.998194
0,q_proj,120,2.138672,2.134813,0.998196
0,q_proj,124,2.115234,2.11142,0.998197
0,k_proj,0,4.175781,4.180818,1.001206
0,k_proj,4,2.875,2.877967,1.001032
0,k_proj,8,2.638672,2.641289,1.000992
0,k_proj,12,2.572266,2.574786,1.00098
0,k_proj,16,2.488281,2.490681,1.000964
0,k_proj,20,2.455078,2.45743,1.000958
0,k_proj,24,2.423828,2.426136,1.000952
0,k_proj,28,2.386719,2.388974,1.000945
0,k_proj,32,2.373047,2.375283,1.000942
0,k_proj,36,2.34375,2.345944,1.000936
0,k_proj,40,2.328125,2.330298,1.000933
0,k_proj,44,2.298828,2.30096,1.000927
0,k_proj,48,2.28125,2.283357,1.000924
0,k_proj,52,2.259766,2.261843,1.000919
0,k_proj,56,2.238281,2.240329,1.000915
0,k_proj,60,2.226562,2.228594,1.000912
0,k_proj,64,2.207031,2.209035,1.000908
0,k_proj,68,2.185547,2.187521,1.000903
0,k_proj,72,2.158203,2.16014,1.000898
0,k_proj,76,2.138672,2.140583,1.000893
0,k_proj,80,2.105469,2.107334,1.000886
0,k_proj,84,2.076172,2.077998,1.000879
0,k_proj,88,2.042969,2.04475,1.000872
0,k_proj,92,1.999023,2.000746,1.000862
0,k_proj,96,1.958008,1.959676,1.000852
0,k_proj,100,1.914062,1.915673,1.000841
